pair,n_annotations,n_workers,n_contradictions,n_workers_contradicting,ratio_workers_contradicting,contradiction_annotation_ratio,n_possible_contradictions,contradiction_poss_contradiction_ratio,average_time_pair,workers_contradicting,workers_not_contradicting,"('afforded_usual', 'unusual')","('typical_of_concept', 'unusual')","('implied_category', 'unusual')",annotations_with_contradiction,"('typical_of_property', 'unusual')","('impossible', 'typical_of_concept')","('impossible', 'typical_of_property')","('affording_activity', 'unusual')","('implied_category', 'impossible')","('affording_activity', 'impossible')","('afforded_usual', 'impossible')"
round-snack,60,6,3,2,0.3333333333333333,0.05,48,0.0625,70.47066666666666,5ba797ad7c0ebe000127092a Karolina,5bb202b18aba5700017f36f6 5c665e1948985d0001f09675 5cfd0ec4a6723500162fb445 ae,,1.0,2.0,c5645de7-ef15-46d9-99e9-fe57f6556043 1149ceaa-3055-4f56-9a4f-e2a40559ac96 c3f5445b-8d7a-4e36-ae60-a66736bbe91c e7a36665-830f-4992-87e3-8d9c2b931280 923cdd0f-d711-4a24-ab94-0f5b8a858847 8bcd7e42-a0c2-4905-8c46-c572a66fabfb ce897278-9947-4e6b-b3e1-b81ecb353fdd 9ec6d6f2-4b86-44d8-94dd-6c65f9b8a8be 4ea49e97-83d5-4d74-9e56-eab8869a5648 46c67c6d-6da6-4fc4-be93-cc00779e0561 c9f98b3b-4f28-412a-87a3-aa678e5722d9 ff192648-5cb4-425d-8e1d-1639ec04d78d b34682af-f543-4321-8eda-a607921aec20 d8d593b1-ea9a-4df7-901b-85878ca43969 9e5df14d-08ee-4f62-9671-17e1b64d8d96 10e364ba-4b84-4a88-ae4c-c615830ea6c7 44402e5a-7560-4c43-8abf-4c0f9e4ed954 4a2316f3-163a-434e-8a0d-d483950313c3 9796a388-31e4-46cb-a4da-6852b7b5102a 88b475a7-6bea-422c-a725-19ad3666e2c7,,,,,,,
red-vanilla,56,6,2,2,0.3333333333333333,0.03571428571428571,42,0.047619047619047616,169.40386666666666,5caccbc4976d010014b9cd9d 5ddcbe9cf3b7c2c1d37f3c13,56a5702281a8ca000d3e573e 5c409b3a5daced00018bf611 5db1e70a4f275f000c2f8ee3 5c91886a2535970018cdc9cb,,,1.0,95848475-c507-4adf-b3f6-fe9bca0b5c02 5f1d027b-f7e2-49b9-a199-4b00b4172b29 3f8f6f70-9bba-4700-bde1-b35a00f5e461 cbfc907f-e4cb-4422-a6b5-bb5c043ef383 09d1537d-37a5-49ac-b272-fe1d3a4bddff 59b0c911-69a7-4d6c-9d2a-3f25e699c79b a5ea3752-ae46-4beb-a20f-6f192509e066 f8885aad-c810-49e6-9ec2-4abd60b826ad f1baf11c-ce5f-42c2-9412-404c4bf9faa6 da329505-7509-4143-b328-abb032a8a0fe 3c9d30a2-314f-4b99-8717-b1aec41ba09d e69ec8eb-c70f-45dc-afc3-ffe5ffedb1eb 1ea6723d-dad2-4aef-9acb-1734e58297c5 10a2d23b-36b4-41a7-aa76-748c479e3305 074a3dba-87bf-424e-9939-ee1ba7dc8264 58db54a9-baf1-429e-b11b-927cd0a9cf21 af8d99c3-b504-4fb9-b7bb-ee6577563714 1d349309-ec9b-4e4b-8cbc-2ae9d03fc257 e72e259c-0c96-4406-9182-814322d3ccb8 d521e98b-c2dc-460e-a736-24d89c73c98c 0592c65e-63ae-4e2b-a1d1-6b1ff9caacb0,,,,1.0,,,
round-chocolate,60,6,2,2,0.3333333333333333,0.03333333333333333,48,0.041666666666666664,70.47066666666666,5ba797ad7c0ebe000127092a ae,5bb202b18aba5700017f36f6 5c665e1948985d0001f09675 5cfd0ec4a6723500162fb445 Karolina,,,2.0,5ed0bc76-f624-4d28-b71b-327bbd6f4df2 5a1b671f-763d-4e79-be60-3b0f6c8d06c4 d2992526-bfb0-4c39-abb3-1ab26cd091d7 dcd5d150-1572-4c1e-b6f7-28ad47471977 a7a33768-3886-4920-a3d5-8037a94bd459 d7464092-9a4f-4dab-b6a9-8ade9aa4e90d 08041d51-6504-4762-967f-ddba0e691c86 084b0235-8e32-47c4-a8be-19637f98cd25 4aeadd7a-8101-43d1-988c-ce58a914d8f6 ed82765a-6e2e-4d76-9178-a280365784f1 e8dc2f20-0ab3-4f4f-859c-4b0808761389 d54cb881-426d-4f86-9e57-79e81fa15e08 8499a18a-729d-44aa-a9d8-8354b44113da 189ae99b-f993-4990-8762-86edc7cc345d ab76cc9a-828a-45ca-9b7f-cb48a0db23a0 a6398804-1c3d-44a3-9927-bff37d9c74f6 e3d98c55-ea84-481d-8329-9b3397d23dd6 71198ed4-e85e-4f85-9794-bb7baaa5043d 5e0ee2e2-aadc-4055-bd89-e91e8dcd540d 26fe7819-e5e5-405d-b689-2db22ee809c8,,,,,,,
roll-piston,60,6,2,2,0.3333333333333333,0.03333333333333333,48,0.041666666666666664,70.47066666666666,5ba797ad7c0ebe000127092a Karolina,5bb202b18aba5700017f36f6 5c665e1948985d0001f09675 5cfd0ec4a6723500162fb445 ae,,,1.0,b69eccce-9349-4173-ae31-229cd8c2fd99 cf5780c6-a695-4017-a5d9-6b4b6cf0ad58 e791fd60-9760-45b0-bb85-899ad74e5ae7 c6d640c3-861c-4b82-bd78-d20bca175a82 b753419d-2de5-4394-9ef7-c77e50ba44a3 37a224e3-5dff-4afa-8705-449d4426a3fb e21ad87a-4b0b-4214-baa6-6e6867c76975 fbb10a67-64df-4998-9e78-a475cdfee5d4 0391fb95-ad18-4e5b-9335-5fe6ef1f6a42 8093a4c0-3af7-4fd7-a0cb-69d7021b53f7 0c7eef20-e005-45c8-bb85-d9d4470fe5f9 0a72b70f-b888-4bb7-870f-e209e1a5d0fd 7e399380-3c69-4789-9734-20fcaaa9d9eb 95d17822-d9f6-495b-9fa1-17e40450e78d ce6e5535-c312-4c46-b4bc-4b4e06072f52 c4df97d0-3e08-4997-a48b-ffc4e9a3e1e1 4b3a57ca-5657-493c-bf63-10ef4e38c950 c1c4825d-5537-41b4-a422-e66c548c8e34 0cfc8d5a-ed51-49fa-8e67-5578df0b7aee 7d3d2d12-810a-45ac-8c6f-d87ce47506dc,,1.0,,,,,
roll-kiln,60,6,4,2,0.3333333333333333,0.06666666666666667,48,0.08333333333333333,70.47066666666666,5cfd0ec4a6723500162fb445 Karolina,5ba797ad7c0ebe000127092a 5bb202b18aba5700017f36f6 5c665e1948985d0001f09675 ae,,2.0,1.0,4f89fb41-818b-41b9-8891-9b16790a40fe e4ee8d33-1fbc-40be-8273-34c7639a7a53 d5acc72c-eb31-45ea-b484-a5561d2bab5b 906e7b55-dc04-49f6-8c54-352d2bd5cdb6 27e220fc-0102-4fe5-b904-2546d08b87e8 901764b0-d15b-4003-9f72-dcc2dde75843 f446a001-2fae-4d42-9108-0f21ae8c250c 35be8941-274c-44ec-8376-973dc6d5953f b65e7694-218a-421b-88a9-df82236f6ee5 79573165-f7eb-4a59-bb98-7712fcb3cadd 5d521efd-901c-483e-a905-af60bb59d497 597f556f-6616-40b5-88a4-de91681ad62d 51667b31-c3af-46f3-9445-40a7f7a96778 7e877e63-3698-4085-b6a3-da023d5090c5 8172b389-5d4e-4671-a194-18bd9723f9f6 13f45465-5f35-4af5-a7c1-e5a3eeebcfe6 13720da4-f3ff-489b-a85f-b007a38bb6a9 5b7b4ce1-c7fe-4622-a0a0-04e4ab88d3f8 3ee061ac-1c40-44a1-8cc2-95211d7bb2c5 9d5a9529-3888-4170-b7fc-b0c6f553ac65,,1.0,,,,,
round-onion,73,10,11,3,0.3,0.1506849315068493,50,0.22,145.29241904761903,598780a5e8d50e0001d7c273 5de122c7ff15c24523bccf21 5ddf8f46d0e07e000a396562,5ba909c938803d00012708e0 5be964367514d0000108cefc 5c617fed0863210001642974 5cc7af94cd7a550019b5a460 5da4a23630871900154e0d5c 5dd7f4dbdcec87782e2d4e5c 5de0ce83cca54a1199017f73,,3.0,1.0,00e00d97-a3d1-4ec4-b2b1-556f0ee0f84c 047a2bf1-f78f-4deb-a708-32a43904f06e d913cb79-185e-47b5-8d7a-17696d822e64 fab101d6-f59c-429e-b8fa-6fe778bf74b4 60302d66-2891-4c67-a1a3-b5a222f0409f f0f2b4f7-b4cb-40e7-9082-06271a9b0f41 84c57244-22d4-44cd-a34b-a9b7f775116a a906899c-4ef3-405a-8b0a-22c7b650bc25 4fb0eaf3-668a-4892-81b2-a2c49ef9ac49 c8139db7-8dee-4d5a-8975-2670f02c18cf f64f690b-602d-4b95-a24b-705984033ea9 874d92ac-1ebf-4938-b728-88fdf064bc3e d7ce470a-6d23-4b65-810a-4e56b572f8a0 84d2e4b5-be56-4fc8-a265-bf9cd4fa53ab e7b184fa-ab8e-4601-a5a2-25fcaa57df80 dd2db8e9-3859-4b16-8300-0ac5ae47f491 e91aa86b-c19f-4913-8811-ba4fd41da440 478b1c3f-0460-4c24-b5bd-d3fdbd88134e ccce51f9-8bb3-4b71-a077-ebc90ee72aac 14e9cae9-c9f4-4de8-80d3-91bb01ebd1b9 305ac535-c5a3-4e87-bc18-09b45c6b8972 22daed26-a23d-4f9c-82ff-a4577efa4ce9 fc4d6add-1f12-4ea8-8615-1df3978090b7 7e97c845-1102-4b8e-95ba-2efc1206b06a ada818cf-37cc-411d-b6e1-fbd30eca2ed9 bfde9b5a-3f8d-4d26-a206-f99aab162c5d 2c90d0ad-75ae-41ae-9062-f99109329b01,3.0,1.0,1.0,1.0,,1.0,
red-limousine,73,10,4,3,0.3,0.0547945205479452,50,0.08,145.29241904761903,598780a5e8d50e0001d7c273 5dd7f4dbdcec87782e2d4e5c 5ddf8f46d0e07e000a396562,5ba909c938803d00012708e0 5be964367514d0000108cefc 5c617fed0863210001642974 5cc7af94cd7a550019b5a460 5da4a23630871900154e0d5c 5de122c7ff15c24523bccf21 5de0ce83cca54a1199017f73,,,1.0,0a5e1f12-668f-4b91-a4a0-d76b5d9890c7 c9262875-089f-4cf3-aaaf-68de18cd858a cc56fa45-48cc-42d0-aa03-710e45921c94 c39547ed-4828-4282-a3bc-e5b8555067e7 92217b9e-4bbc-4b8d-922b-7d73a99f8039 f24043c2-78b7-41ab-92c0-82bd9528348a 53816004-3494-41f2-83d3-39f343e925f0 536973c5-ae0f-4be1-9c8c-f62282bb8648 82e3d28a-8fcd-402a-abc0-e0ee6a2281fc 7d38b440-b38d-4a31-8661-440b44b05b23 4be28529-3429-4991-8a2b-f41cd0a02348 a2d30912-b1a3-4d2c-a5a7-b73ba3bf33bb 152d48cd-708b-46d1-9455-fbbc18543cdc d897d3fc-382e-46e6-8d3f-910d1509e2f2 8d395fd3-1f4d-417c-aaaa-f014c38e720d 29a55d8b-331a-4e46-bf64-2529ef59fa06 45a93f31-91c6-4570-9457-99ddcb1d434d 74dd58f9-afa6-4150-a475-084b926ab22a 7ce429ae-0855-4cf4-8b61-03d253eb19db 52d7d830-32a7-4b2e-a6ec-ec994d1b62c1 b453782b-63d8-44eb-a1a7-289a413cfc77 0df3cc5e-6408-4262-85c9-f7f7e3eabfd8 38c26715-fd61-44ae-9e02-4df27ee5c7c3 c1141d23-0c16-4c1e-904d-9e049a197ce8 5588a88a-ab9d-4b3c-adcc-58fb1245a9df 901c04ba-ff28-41d3-815c-9a35eec995d3 75f734c8-ffad-4b85-876c-19ad1feabbbd,1.0,,1.0,1.0,,,
round-mozzarella,73,10,6,3,0.3,0.0821917808219178,40,0.15,145.29241904761903,598780a5e8d50e0001d7c273 5dd7f4dbdcec87782e2d4e5c 5de122c7ff15c24523bccf21,5ba909c938803d00012708e0 5be964367514d0000108cefc 5c617fed0863210001642974 5cc7af94cd7a550019b5a460 5da4a23630871900154e0d5c 5ddf8f46d0e07e000a396562 5de0ce83cca54a1199017f73,,1.0,2.0,284d77ae-3031-485f-ab58-d57c676b5a77 14cfd9cd-4698-49c8-872d-3e375b0a6ac3 32f917aa-3ac8-4f98-836b-a8bc8df5098f 76f44f92-1c77-4201-9a20-f5523ea1f948 888012c1-aeda-4e90-89f3-06d8a45daa63 a156e493-96d1-4618-9774-04e67ceee6ba cbe032d4-f646-467e-8f53-4c8f12cccd93 ee7ccdee-2198-4797-9aa0-e9c4e5958575 0858ccf4-f5e3-4708-ad64-8a61164794eb ba39705d-af99-4091-a24d-3c567f4af0ab 22621a38-66a7-4cac-85bb-4bdef0ef5921 715311f5-f9e0-42f3-97e9-67160783cda2 8d3c970d-9c0b-4fec-a18d-9ab01cfaf92c cb2f571a-9e9f-4e67-9b10-c02b3256d258 6b4f49cb-287d-4d32-a553-947ba3eefc35 fd341d2f-ea0f-4515-b533-0db13f77c4f9 00b44ba1-2637-4a6f-b00b-fdd2ce45a84b 95ab1171-a90f-4231-86e1-2a234afca496 c2f4f01f-c710-4837-ab1f-a0811d4cd73d 25ad3155-3dc5-4ab4-8a3c-830abfc7593e 1d107458-d1cb-42e0-ba85-fb937fe15092 d03b71cd-c925-4191-9c78-1ffbbc98fa3e 68276e71-6ce5-4e6f-9111-ce549411b669 1be76e3f-390a-4540-9ebe-420ca52620f8 76515295-47df-48ba-a843-778a391b6a4d 88ea058f-8127-4f71-9045-eedcd5362ba1 20895929-4362-4a7c-8552-dc4a01bbfde9 22f6f5d1-71e2-4219-82ca-4af75bd4a1c1 c7bc7a34-0537-4387-8c2a-f561707332d0 27559781-7f7d-495e-a20a-6ee64b39c4d8,2.0,,,1.0,,,
round-box,50,5,1,1,0.2,0.02,40,0.025,59.799,57617fdb1a5ecc0006fc3860,59dc2e2016ecc200016fea95 5c544985be9cd80001156766 5db2d023d76f07000b00349a 5ddc0d87d3ac2ad102aff2b9,,,1.0,09b8e1f8-3aa1-4617-ae6f-4d3756c03905 0f291bba-f47d-47b6-908c-954cce0ee010 1f72cc41-2e8e-43be-b1ed-21214af4b396 2b7c587a-b252-4c39-b26c-69483432fa75 ddd39b81-f187-48bb-aaa0-97d2bf843f3b 1aa83eec-9c09-498b-b9d5-8d613b805a60 d0b44478-6119-4c51-9d2d-b9992a21ebfe cc5c8b7c-3a63-4f92-883f-97a6ccbeeb91 8f802536-1bbb-4d08-a69f-b5fc485f572a 902ca385-5f51-41d4-9e8c-b0c4be6139dd,,,,,,,
red-water,49,5,2,1,0.2,0.04081632653061224,38,0.05263157894736842,85.50655777777777,5ddae8d6c23e0da4764f9fae,5a7622caf49c9a0001f2f7a8 5db954a2af32f6000a8fe36c 5de78426bbdd79000ec0259d 5d36d1001d6ff70001f0f374,,,,e6bf29ba-7817-41cf-ad0b-8f8b0fc71c8a bcc480f7-9c55-4458-8c87-9aac383b9b52 306ef268-e410-47d9-83ec-a39a7aceaacc 4960db3c-57f0-4a1e-a378-56b9c5516a24 60623ac7-0e49-4864-8284-4dfcb9eca520 7c2e9312-efc4-494f-8813-4b1fdc3937df 227a35b0-bf3b-4ebb-aa2c-b433b1c00f03 c71b0401-c073-4c84-97ab-de64dd8d2fe6 758ece0f-9ae8-46c7-9f47-74b9976e2832 5fb1ca8f-31ac-4877-a894-025ea757634d,,,,,1.0,1.0,
roll-shaft,52,5,1,1,0.2,0.019230769230769232,40,0.025,192.40391999999997,5de5157820c5aa09b7a53b89,5d362118bd3f570016067a6b 5d40128e2b6eaf00155f222c 5de638b5555aef5b117f2429 5de67b36610fba5ef7b868f3,,1.0,,2b9e9b34-d94d-45fa-b887-8b09e0f9925a bdd9c39a-f30d-4484-84e1-b13f7c7bc1d9 23ab639a-6360-4d58-9f11-656f7a14b212 56b7bbce-326b-42c7-915b-7e8c1bf6a884 10528dc0-abba-45cf-9e52-5923ce0c5d27 dc23c71a-151f-46ac-bcf3-9b9222a9b5d3 6f7db949-d73a-47c1-b958-aba50c82c8f1 197e350e-a9aa-464f-93d3-b7658ea428a7 7a907835-6ed0-4e4e-9b9a-591dc3aab904 5e40562d-3aaa-4cbb-a0ce-b64003d4cfe3,,,,,,,
red-mamey,56,5,3,1,0.2,0.05357142857142857,40,0.075,76.09375,5d4ab5d644c0ee0001740f61,5a283ba153fc4b00014150ba 5bab3e1f24c3260001663809 5c9104c4eeadb5001678f598 5d3de459ab640c0018694a58,,1.0,1.0,6ef4db98-9303-4d69-b403-38bb62e60e42 611a1f81-57f1-4d42-9c7a-a55edad2182e 0214b174-2ce1-4f14-b0c6-dd2b4e6cefaf bbb58b7e-cba0-4756-8f84-e5a6e29cb0b3 65fec3c8-eb9d-488d-8b11-e8c3c2a8c68b c9252e0c-ab03-4dc3-b90b-3854690c03a1 19ffb1bb-3373-411a-96f7-6c9642ed28a6 b68422e6-7996-4f30-9929-a5a3731f4963 8d5464f2-5200-438f-9a7e-fd96c50f55e2 a3dcd1db-9e8d-4490-b09f-11034e5504d0,1.0,,,,,,
red-crow,48,5,2,1,0.2,0.041666666666666664,38,0.05263157894736842,90.58698,5db954a2af32f6000a8fe36c,5a7622caf49c9a0001f2f7a8 5ddae8d6c23e0da4764f9fae 5de78426bbdd79000ec0259d 5d36d1001d6ff70001f0f374,,,,531c72db-4341-4075-a9ce-5985e1549ac0 f0b7f22a-df93-4e6e-befc-afb3cf995b05 3f1c2bac-de1f-48b1-b62a-01fa27b93434 4ec996d2-3029-4854-a676-e15e1a2d7bf6 8d3de672-77c0-411c-93d2-bbac966b080c 71a6d3e8-16a4-4d1c-b006-8534268853ce 7f4033fb-dd10-47d8-a27e-2aecf8c80c5d 86642a7e-b448-461d-a715-d5555ff71d5a 100edda3-6813-45bd-92cb-10c255b325a5 9e19f951-49bd-49e0-a488-cb504a027e01,,,1.0,,1.0,,
roll-leather,51,5,3,1,0.2,0.058823529411764705,40,0.075,197.1172927272727,5de5157820c5aa09b7a53b89,5d362118bd3f570016067a6b 5d40128e2b6eaf00155f222c 5de638b5555aef5b117f2429 5de67b36610fba5ef7b868f3,,,,ec40d849-549b-4be8-b067-97f98de7b492 7113e1c0-b7be-4663-81ca-94e95cf7acaa 79ae4ef7-6795-4442-bd19-4aeb4373f656 aa090dd0-e9ab-4607-990e-87cefd065026 0cb95557-d73b-4e34-9526-e48b1b925922 1bdabe05-93fa-4b75-b4dc-ad106ceb9204 65d79fda-5e8e-45ab-bf2f-c3c481c7609a b35f76bf-668c-4391-bab0-06e9cd9c6f67 b609a453-6360-47ec-bab5-760e5b3e55b2 f54c0a87-45cb-40e7-bb01-1508dd953a6b,,1.0,1.0,,1.0,,
roll-windscreen,50,5,2,1,0.2,0.04,40,0.05,202.77334000000002,5de5157820c5aa09b7a53b89,5d362118bd3f570016067a6b 5d40128e2b6eaf00155f222c 5de638b5555aef5b117f2429 5de67b36610fba5ef7b868f3,,,,0ff06e26-1a63-41c8-b67b-9e5c911917e3 2fb587ba-7c64-4a35-980c-bf18680de0ee 37ba92fa-9c7d-445a-859a-3aef05a82b68 ffd8f7ff-38ca-40e1-b340-98ca43de889d f9b7d05e-7fbe-4b8a-9aaf-10dd332247de 4f1ebbcb-1275-4fe7-bdb4-7c98483df5c4 b8473709-1711-4ff0-aea3-c4c82d2d5f9d 32957224-85db-4211-80c7-93b11cfb10b1 32caae34-d336-4118-b2d2-4c90b78a41ad 5304fc37-29ee-49ed-8acc-ca463760bbe4,,,,,1.0,,1.0
red-dog,50,5,1,1,0.2,0.02,40,0.025,53.13152,5dd4b451794e10492fe4d7e6,5aed0f3823e2ca0001976444 5c590c02e66e510001ef00f9 5de5e8e5a1a3fb572da9cce5 5de5f4ddb77130570b894889,,,1.0,3152e053-ea21-41db-b77c-f4c73c3240e6 220163a0-a4db-4939-b7eb-cf4c865aa385 0f9e8615-b0a0-462d-b1f7-fa3710f6fb2d 78e8ca9f-a80d-42bd-ba7f-93440feec8b5 a21017b9-7151-4c24-a25c-b0608bfcdaec 976645d1-0257-4f2f-a20b-c719346dde08 8a384e64-271e-4993-abc8-696eca632c24 5a313fab-e160-42cb-a01c-7af64b0ebb53 c3948d29-214a-45ec-b2b8-c1890db0189c 81d5a049-48c8-40dd-942a-9d21ab68c8e7,,,,,,,
red-dogwood,49,5,1,1,0.2,0.02040816326530612,40,0.025,52.49012888888889,5de76e8d36d8256e47625c4f,59efd1e377860e0001513786 5b715e02b5d9590001824e3d 5d9e5674421f180015f93c96 5de64adbbe4cdf000cb6a61e,,,1.0,01ce7886-b5ab-4af1-930a-822c4a906d35 82c3f008-2c3d-41cd-8d2a-f3f03eec6165 1e4e79cd-62f2-48ee-b757-0655df3b44eb db9d47d3-b944-47b0-be63-bf410039a983 34e3fbfd-c0aa-4e89-8279-d9dd62887a64 84e51a4d-412f-4d41-8ba2-225acd3b310f df4931a7-ec0e-41e0-ae4c-3e61475b9030 c0cb40b3-a0b5-45ce-8834-f54e80a8cdb3 8fc5461c-745b-46f5-8c6a-86cde59099e9 218a8891-5367-4de1-8cc2-b12ad085af91,,,,,,,
roll-rail,54,5,1,1,0.2,0.018518518518518517,40,0.025,77.51511428571428,5d4ab5d644c0ee0001740f61,5a283ba153fc4b00014150ba 5bab3e1f24c3260001663809 5c9104c4eeadb5001678f598 5d3de459ab640c0018694a58,,,1.0,2a014060-5898-46d5-9410-a4603af546e7 1ee92ca9-8779-4f0c-aed8-5b819f4434ed 1ee9f425-fc3f-4d32-81fe-2b2358ddebdf 6768d471-85ea-491c-b372-aaaf0bff2ade 8865491e-62d8-44a5-bc4c-0e0e1474ab17 e6e4f14d-933d-4fb2-9336-2034d931f2c5 e35654ae-91e1-4071-8e78-6d66f10a9332 35060a10-67f0-42b7-ba07-89016082011d c5094112-dcdc-4b13-bf8b-9d1290d3ca74 219e80da-7cc3-4c02-b2c5-258f81898480,,,,,,,
red-slug,50,5,1,1,0.2,0.02,40,0.025,59.799,57617fdb1a5ecc0006fc3860,59dc2e2016ecc200016fea95 5c544985be9cd80001156766 5db2d023d76f07000b00349a 5ddc0d87d3ac2ad102aff2b9,,,1.0,27682f61-5dc3-4cca-b907-72cfd92c144b 2e7a8a93-ed26-427b-8275-94fca199b250 a10444bc-9e36-46f0-a214-dcf0785e9cf3 45223dbd-4abd-4a86-a631-54cb1d871cdd b500bc86-5e09-4354-ace5-8836cdfa0435 69b1f656-d04d-4517-8c73-b7b70635c263 76185cda-1e0b-4c01-b6f3-ec74ea21456b 5838da38-e24f-4d79-b73b-4e231b56162e a23e5f08-aab4-466a-89d3-a5f948233d81 45df7e03-1a97-4d41-8cf0-db928f7cef1b,,,,,,,
roll-propeller,50,5,4,1,0.2,0.08,40,0.1,70.14782,5de77bbf6552bb6e9e080762,5a4bf85dac413f0001e6076a 5bcbb1963c6f9f0001cc747a 5c73e0e1df19050016a5f8ea 5de6dd9be3e0cc6642ea3b33,1.0,1.0,1.0,1e7b44ef-140f-4f68-b727-f3a521ee992e 844ee904-4389-420a-964e-6de8ac6ca5d6 40ad6012-cf7d-49c3-a434-1cc97058a670 fc1119ba-07de-467f-82c9-43bf02a8a63e 42f32838-6a5b-4d09-961b-5b294e37dbc5 e71645fa-29f1-48ef-8b99-c244161cd735 24532b24-7f1f-4f81-ba87-de89aea3d9d1 03a9feb9-33bc-4239-9788-2787b257a885 8fc318be-a9da-4fb3-8f3c-9f42c944ba67 d69b88a0-59ba-4f83-ba2e-36ad9b8ba74f,1.0,,,,,,
red-fir,50,5,1,1,0.2,0.02,40,0.025,62.35126,5de4f98f047da348a90981eb,56a80ddfc89737000b22bd61 5b7ebb54ff1109000172a67b 5c6fdfccc66879000152d418 5ca0d5cee123a80019ac52c4,,,,b59311b4-16fd-454f-b371-9ee2f70eb336 eb8fdeeb-f276-4f8c-b258-740b84bc0497 c3baf94e-93eb-4e86-976d-db2ccc453ac3 2ea08b96-a401-47d9-b82c-2b13011927b9 63158697-9121-41ff-a8f7-b0042a83be61 c3c761cb-84b3-4c3d-b663-54a5b3263475 4ad41d94-578f-48f0-9547-6079278f43cb bca1a053-2675-4aad-be36-d8d57b460c1f a09d85f5-3963-4023-9a7f-77ca696d4777 cc2f56e0-4e20-4dd7-a0ef-fa0fe3aed648,,1.0,,,,,
roll-radiator,50,5,4,1,0.2,0.08,40,0.1,70.14782,5de77bbf6552bb6e9e080762,5a4bf85dac413f0001e6076a 5bcbb1963c6f9f0001cc747a 5c73e0e1df19050016a5f8ea 5de6dd9be3e0cc6642ea3b33,1.0,1.0,1.0,699d2b5e-61a3-4dae-9418-3981bd862d46 f1385084-8790-4b72-9b41-8f9455ee0b1f f2dcdc5f-4ab9-4fc6-9de2-bdd1bf3a5a17 cabb47d9-57fa-4125-a78d-c3b62cceda56 49f248b3-6dd6-49dd-b44a-43b47f72ebb5 ada3de11-48b7-4cec-9c86-e5a3a9732cf6 1c767094-a5f5-4fdf-83f1-f390f6c92ca1 3f9a2000-c4d9-478f-b2d6-a2049eeab91e 2052c6b4-f2f5-4b28-b0a0-125c91bc6d77 963225ce-5195-4f19-9b28-4ac098474e0b,1.0,,,,,,
round-pastry,56,5,1,1,0.2,0.017857142857142856,40,0.025,84.5076975,5de67f3e36d8255fc22d6137,5aea9842ba2926000102f326 5d4725646cdbdf001a122fea 5de2a39c8691182c3ed485ff 5de68727674832000dbeb1ca,,1.0,,f25a13fc-e005-4c5a-8d46-a6aba0fa8950 4525ada6-bac7-4a73-90ea-3a8cf3d08636 c31531a8-07e0-47e9-a483-e1bb6720e7b6 e873b89f-e21f-4de7-abff-f0174d103e41 e4a43059-071e-4974-87d1-628d4b021267 3683aa95-e493-4e25-8bb0-60750ba7f326 70752058-d7e1-4cdf-bf3c-d3ddb8285d8f 193b98ba-53b0-4893-91a4-b4252f46f0c5 e3f70009-9bbd-4f37-baf5-952a84993628 b8e60f9b-977a-4253-95d1-a393974ca06b fc8ce16e-a39b-4567-8cd3-b101eda82f9c 608e8087-c39a-4e94-9830-85a0cdc86013 f367e843-3186-4dec-a3e1-3009f228cd5e 0856c7ca-8637-4172-a4c9-3f7444ff1722 c1286c77-b214-4eb8-b8e2-26a0c521f969 018288d9-b036-4112-9097-fcbfa64aa7e2,,,,,,,
roll-headboard,56,5,2,1,0.2,0.03571428571428571,40,0.05,84.5076975,5de2a39c8691182c3ed485ff,5aea9842ba2926000102f326 5d4725646cdbdf001a122fea 5de67f3e36d8255fc22d6137 5de68727674832000dbeb1ca,,,1.0,310569d2-75e1-4fd7-b7e8-b5c4b48e547d 8b1a7f50-2222-4b0c-beaa-8dd81e36550b abe7516d-b047-4cb9-b8ca-4e78474cf882 0e0126c0-431d-4b53-a790-70efeeb873b1 8400bb70-9870-400e-96fb-24d8e88816bb c6407dca-783c-4161-bcde-7ae4a1e13ebb 3f33e275-df51-4a80-a937-d0819b7fd605 0f848cde-dbdc-4084-88c1-94e2b1c994ae 4043d7a0-ec3d-485f-9ddd-d2338626692e 87971a56-3e0a-4f67-8d14-bfe400dd1ea7,,,,,1.0,,
roll-millstone,50,5,4,1,0.2,0.08,40,0.1,67.4672,5d16693671c14b0016611eab,5ab84333f69e940001d8f0af 5c9be64e7eead40016aebc0c 5d4ab3a6cfe6e90018ad8788 5de7cf8631229a74971a626e,1.0,1.0,1.0,4edb124f-bacb-48fe-a7a8-402641aab790 d9d791bb-86fe-4690-9321-5dcc42216f44 d51f0b20-76fa-4d9a-97cf-d8c33a0dfd41 eb013203-ec69-4ae1-8fed-70dfce7fce15 daf680d0-d7ea-4598-8883-f232d6376de3 8857f3a1-4ac3-4f8b-bc2f-850b61d68edc 8f2ab0db-9b6f-45b3-9f1f-0d8d522f0cc1 4f9acd0b-d0de-479c-8920-e559b492a6a5 5051b0a2-1013-4a7d-a2e3-4e6ec18db1c4 7970eb75-c6e0-40b8-a1fc-6acddbc2075c,1.0,,,,,,
